0;1285
1286;1063
2349;1319
3669;1127
4795;1375
6170;1274
7445;1283
8728;326
9054;75
9129;93
9223;60
9282;153
9436;76
9513;114
9628;76
9703;115
9818;114
9933;76
10009;77
10085;77
10162;207
10369;99
10468;77
10545;76
10621;76
10698;114
10812;76
10888;152
11041;114
11155;76
11231;77
11308;229
11537;114
11651;154
11805;306
12111;382
12493;344
12837;115
12952;75
13028;77
13104;77
13182;152
13334;115
13449;76
13525;76
13601;77
13678;76
13755;229
13984;124
14108;105
14213;76
14289;76
14365;573
14938;115
15053;496
15549;77
15626;76
15702;191
15893;152
16045;154
16199;77
16276;76
16352;152
16505;79
16584;74
16658;152
16811;77
16887;76
16964;77
17040;114
17155;229
17383;306
17689;114
17803;348
18151;111
18262;76
18338;115
18453;76
18529;230
18759;229
18989;77
19065;78
19144;532
19676;76
19752;191
19944;76
20020;685
20705;343
21048;763
21811;116
21927;78
22006;74
22079;650
22729;76
22805;192
22997;113
23111;115
23225;114
23340;115
23455;573
24029;74
24104;459
24563;192
24754;75
24830;114
24944;116
25060;76
25136;77
25213;725
25938;85
26024;944
26969;79
27047;75
27122;76
27198;77
27275;456
27732;192
27923;267
28190;802
28992;76
29069;2079
31149;4897
36045;20090
56136;5572
61708;1233
62942;3373
66315;2129
68444;15243
83687;3538
87226;4207
91433;12675
104108;11965
116074;3154
119227;14799
134026;2871
136897;2441
139338;2501
141839;4002
145841;3920
149761;3242
153003;8024
161027;73
161101;77
161177;191
161369;347
161715;153
161868;158
162026;954
162980;1112
164092;1032
165124;804
165928;153
166081;76
166157;152
166310;307
166616;76
166693;230
166922;158
167080;646
167727;1308
169034;988
170023;115
170137;918
171055;997
172052;76
172129;460
172588;495
173083;574
173657;153
173811;229
174040;77
174117;383
174500;231
174732;354
175085;105
175191;345
175536;267
175803;956
176760;190
176949;118
177068;730
177798;153
177951;76
178027;77
178104;842
178946;79
179025;686
179712;344
180056;153
180209;421
180630;76
180705;305
181025;62
181087;1788
182876;2114
184990;2114
187105;2231
189337;2193
191529;2544
194074;2177
196251;2633
198884;2365
201249;1819
203068;2558
205626;1807
207433;2262
209696;2117
211812;3202
215014;2284
217298;2070
219368;2568
221937;2839
224775;2695
227470;1832
229302;2478
231780;1799
233580;1798
235377;2178
237555;1867
239422;2240
