0;1760
1760;2361
4121;2110
6232;2741
8973;2766
11738;1949
13687;2040
15728;2717
18445;2578
21023;2324
23348;109
23456;64
23520;64
23585;65
23649;65
23714;64
23779;64
23843;64
23908;64
23972;64
24037;63
24101;66
24166;65
24231;64
24296;64
24360;69
24428;60
24488;65
24553;64
24632;49
24682;64
24746;64
24810;64
24875;64
24939;64
25004;63
25068;65
25132;64
25196;65
25261;64
25325;64
25389;65
25454;64
25519;65
25583;65
25648;64
25712;64
25776;64
25841;66
25907;62
25970;64
26034;65
26098;65
26164;64
26229;64
26293;65
26359;65
26423;63
26486;65
26551;65
26616;64
26681;65
26746;63
26809;65
26875;64
26939;65
27003;64
27068;65
27132;64
27196;65
27261;64
27325;64
27390;65
27455;64
27519;65
27584;64
27648;64
27712;68
27781;61
27841;64
27906;65
27971;65
28035;64
28099;64
28164;64
28228;68
28297;64
28360;61
28421;64
28485;64
28550;65
28615;64
28678;64
28742;64
28806;64
28871;63
28935;65
28999;64
29064;64
29127;65
29192;66
29258;63
29321;67
29389;61
29449;64
29513;65
29578;64
29642;64
29706;65
29771;64
29835;64
29899;64
29963;65
30028;64
30093;64
30157;65
30221;64
30286;67
30354;62
30416;63
30480;76
30556;54
30610;63
30674;63
30738;64
30802;64
30866;65
30930;64
30995;63
31058;65
31123;64
31187;65
31252;63
31316;64
31381;65
31445;65
31511;64
31574;65
31639;63
31703;65
31767;64
31831;65
31896;65
31961;64
32025;64
32089;65
32154;65
32219;65
32284;72
32356;56
32413;64
32478;64
32542;64
32607;64
32671;65
32736;64
32801;63
32865;64
32930;65
32994;65
33059;64
33123;65
33188;65
33253;67
33320;73
33393;53
33446;64
33511;65
33575;64
33640;63
33704;65
33768;65
33833;64
33897;65
33962;66
34028;64
34092;64
34157;65
34221;64
34286;73
34358;56
34415;66
34480;64
34544;65
34609;64
34673;64
34737;65
34803;65
34867;64
34931;64
34995;64
35060;64
35125;65
35189;65
35254;72
35326;66
35392;54
35447;66
35512;64
35576;64
35640;65
35706;64
35770;64
35834;64
35898;64
35962;64
36027;65
36091;64
36156;65
36221;63
36285;73
36358;55
36413;64
36477;65
36542;64
36606;64
36670;65
36735;64
36799;64
36864;65
36928;65
36993;65
37058;64
37122;64
37186;64
37251;65
37316;65
37381;64
37445;65
37510;68
37578;63
