0;50
50;50
100;50
150;51
201;50
251;50
301;50
351;50
402;51
453;49
502;50
552;50
602;50
652;50
702;50
752;51
803;49
852;51
903;50
953;53
1006;51
1057;51
1108;51
1159;52
1210;51
1263;50
1313;51
1364;51
1415;52
1467;51
1518;51
1569;51
1620;50
1670;52
1722;50
1772;53
1825;50
1874;53
1928;51
1978;51
2030;51
2081;51
2132;50
2182;52
2234;51
2285;52
2337;51
2388;51
2439;52
2491;51
2542;49
2591;52
2644;50
2694;53
2747;49
2796;53
2849;50
2899;52
2951;50
3001;53
3054;51
3105;51
3156;52
3207;51
3259;49
3308;52
3361;51
3412;52
3464;51
3515;51
3566;51
3617;51
3668;50
3718;53
3771;51
3822;51
3873;51
3924;51
3975;50
