1450803791592;1450803791649;80;0;false
1450803791710;1450803791772;55;0;false
1450803791832;1450803791889;55;0;false
1450803791950;1450803792007;55;0;false
1450803792068;1450803792130;55;0;false
1450803792192;1450803792249;55;0;false
1450803792310;1450803792609;54;2;false
1450803792672;1450803792734;57;0;false
1450803792797;1450803792854;56;0;false
1450803792915;1450803792977;55;0;false
1450803793039;1450803793098;56;0;false
1450803793160;1450803793216;55;0;false
1450803793277;1450803793338;55;0;false
1450803793399;1450803793576;54;1;false
1450803793637;1450803793694;55;0;false
1450803793754;1450803793811;54;0;false
1450803793871;1450803793932;54;0;false
1450803793993;1450803794050;54;0;false
1450803794112;1450803794174;56;0;false
1450803794235;1450803794292;56;0;false
1450803794353;1450803794410;55;0;false
1450803794472;1450803794810;56;2;false
1450803794872;1450803794941;55;0;false
1450803795004;1450803795070;56;0;false
1450803795133;1450803795206;56;0;false
1450803795267;1450803795334;55;0;false
1450803795397;1450803795470;56;0;false
1450803795532;1450803795726;54;1;false
1450803795792;1450803795865;59;0;false
1450803795927;1450803795994;55;0;false
1450803796057;1450803796130;56;0;false
1450803796192;1450803796259;55;0;false
1450803796319;1450803796386;54;0;false
1450803796451;1450803796525;58;0;false
1450803796586;1450803796651;54;0;false
1450803796714;1450803796787;56;0;false
1450803796850;1450803796919;57;0;false
1450803796981;1450803797047;54;0;false
1450803797114;1450803797187;59;0;false
1450803797249;1450803797316;55;0;false
1450803797378;1450803797579;56;1;false
1450803797641;1450803797708;55;0;false
1450803797812;1450803797885;97;0;false
1450803797947;1450803798013;55;0;false
1450803798076;1450803798149;55;0;false
1450803798211;1450803798406;54;1;false
1450803798469;1450803798541;56;0;false
1450803798603;1450803798670;55;0;false
1450803798732;1450803798805;55;0;false
1450803798865;1450803798932;54;0;false
1450803798997;1450803799053;54;0;false
1450803799114;1450803799175;55;0;false
1450803799236;1450803799416;57;1;false
1450803799478;1450803799535;55;0;false
1450803799595;1450803799651;54;0;false
1450803799723;1450803799903;55;1;false
1450803799965;1450803800027;56;0;false
1450803800088;1450803800262;54;1;false
1450803800323;1450803800385;55;0;false
1450803800446;1450803800503;55;0;false
1450803800563;1450803800624;54;0;false
1450803800688;1450803800745;58;0;false
1450803800812;1450803800870;60;0;false
1450803800930;1450803800992;55;0;false
1450803801054;1450803801111;56;0;false
1450803801172;1450803801234;55;0;false
1450803801301;1450803801356;61;0;false
1450803801416;1450803801474;55;0;false
1450803801535;1450803801597;54;0;false
1450803801659;1450803801716;56;0;false
1450803801777;1450803801840;55;0;false
1450803801901;1450803801956;55;0;false
1450803802018;1450803802074;55;0;false
1450803802134;1450803802195;55;0;false
