1450665783960;1450665784020;78;0;false
1450665784112;1450665784170;53;0;false
1450665784230;1450665784283;1;0;false
1450665784344;1450665784402;6;0;false
1450665784464;1450665784522;54;0;false
1450665784582;1450665784640;1;0;false
1450665784703;1450665784772;55;0;false
1450665784833;1450665784896;53;0;false
1450665784958;1450665785027;6;0;false
1450665785089;1450665785158;54;0;false
1450665785221;1450665785290;6;0;false
1450665785352;1450665785421;1;0;false
1450665785483;1450665785546;55;0;false
1450665785607;1450665785675;7;0;false
1450665785737;1450665785806;53;0;false
1450665785867;1450665785936;7;0;false
1450665785998;1450665786073;53;0;false
1450665786136;1450665786198;57;0;false
1450665786258;1450665786327;6;0;false
1450665786387;1450665786456;54;0;false
1450665786517;1450665786586;7;0;false
1450665786649;1450665786718;56;0;false
1450665786778;1450665786842;53;0;false
1450665786903;1450665786974;6;0;false
1450665787034;1450665787101;54;0;false
1450665787160;1450665787228;6;0;false
1450665787289;1450665787357;53;0;false
1450665787418;1450665787481;53;0;false
1450665787542;1450665787611;6;0;false
1450665787672;1450665787742;54;0;false
1450665787803;1450665787873;6;0;false
1450665787933;1450665788002;53;0;false
1450665788063;1450665788125;53;0;false
1450665788186;1450665788255;7;0;false
1450665788316;1450665788384;53;0;false
1450665788446;1450665788515;6;0;false
1450665788576;1450665788645;54;0;false
1450665788707;1450665788770;1;0;false
1450665789156;1450665789225;6;0;false
1450665789286;1450665789356;53;0;false
1450665789418;1450665789486;7;0;false
1450665789836;1450665789905;342;0;false
1450665789965;1450665790028;53;0;false
1450665790089;1450665790158;6;0;false
1450665790220;1450665790289;1;0;false
1450665790351;1450665790420;7;0;false
1450665790481;1450665790550;54;0;false
1450665790611;1450665790673;53;0;false
1450665790735;1450665790804;6;0;false
1450665790866;1450665790934;54;0;false
1450665791000;1450665791068;6;0;false
1450665791129;1450665791198;54;0;false
1450665791260;1450665791323;55;0;false
1450665791384;1450665791453;6;0;false
1450665791516;1450665791585;56;0;false
1450665791646;1450665791715;7;0;false
1450665791775;1450665791844;53;0;false
1450665791905;1450665791968;54;0;false
1450665792029;1450665792097;6;0;false
1450665792158;1450665792227;1;0;false
1450665792288;1450665792357;6;0;false
1450665792419;1450665792487;54;0;false
1450665792548;1450665792611;1;0;false
1450665792671;1450665792740;6;0;false
1450665792801;1450665792869;52;0;false
1450665792930;1450665792999;6;0;false
1450665793060;1450665793128;54;0;false
1450665793189;1450665793251;54;0;false
1450665793312;1450665793381;7;0;false
1450665793443;1450665793512;55;0;false
1450665793572;1450665793641;6;0;false
1450665793702;1450665793771;54;0;false
1450665793834;1450665793896;56;0;false
1450665793959;1450665794028;7;0;false
1450665794090;1450665794158;55;0;false
1450665794220;1450665794290;7;0;false
1450665794352;1450665794421;55;0;false
1450665794482;1450665794544;54;0;false
1450665794606;1450665794675;7;0;false
1450665794735;1450665794804;53;0;false
1450665794866;1450665794931;7;0;false
1450665794992;1450665795050;54;0;false
1450665795110;1450665795162;53;0;false
1450665795223;1450665795280;5;0;false
1450665795341;1450665795399;54;0;false
1450665795459;1450665795516;5;0;false
1450665795576;1450665795634;53;0;false
1450665795694;1450665795746;54;0;false
1450665795807;1450665795864;6;0;false
1450665795924;1450665795982;1;0;false
1450665796042;1450665796099;5;0;false
1450665796160;1450665796218;55;0;false
1450665796278;1450665796331;54;0;false
1450665796391;1450665796449;5;0;false
1450665796509;1450665796566;53;0;false
1450665796928;1450665796986;6;0;false
1450665797046;1450665797103;54;0;false
1450665797163;1450665797215;52;0;false
1450665797277;1450665797335;5;0;false
1450665797395;1450665797453;54;0;false
1450665797513;1450665797570;5;0;false
1450665797630;1450665797688;1;0;false
1450665797749;1450665797818;55;0;false
1450665797881;1450665797960;7;0;false
1450665798022;1450665798102;53;0;false
1450665798168;1450665798248;7;0;false
1450665798311;1450665798390;54;0;false
1450665798451;1450665798524;53;0;false
1450665798585;1450665798664;7;0;false
1450665798727;1450665798806;1;0;false
1450665798869;1450665798949;8;0;false
1450665799012;1450665799091;54;0;false
1450665799152;1450665799224;53;0;false
1450665799287;1450665799367;8;0;false
1450665799430;1450665799509;55;0;false
1450665799572;1450665799652;8;0;false
1450665799717;1450665799796;56;0;false
1450665799859;1450665799931;55;0;false
1450665799993;1450665800072;7;0;false
1450665800134;1450665800213;53;0;false
1450665800275;1450665800355;7;0;false
1450665800417;1450665800496;1;0;false
1450665800559;1450665800632;55;0;false
1450665800694;1450665800773;7;0;false
1450665800835;1450665800915;54;0;false
1450665800977;1450665801056;7;0;false
1450665801118;1450665801198;54;0;false
1450665801259;1450665801332;53;0;false
1450665801396;1450665801476;7;0;false
1450665801539;1450665801618;54;0;false
1450665801680;1450665801759;7;0;false
1450665801824;1450665801916;57;0;false
1450665801977;1450665802048;1;0;false
1450665802112;1450665802191;7;0;false
1450665802253;1450665802332;54;0;false
1450665802393;1450665802473;7;0;false
1450665802534;1450665802614;1;0;false
1450665802676;1450665802748;54;0;false
1450665802810;1450665802889;7;0;false
1450665802951;1450665803031;54;0;false
1450665803092;1450665803172;7;0;false
1450665803233;1450665803313;53;0;false
1450665803375;1450665803445;54;0;false
1450665803506;1450665803564;6;0;false
1450665803627;1450665803684;58;0;false
1450665803745;1450665803803;5;0;false
1450665803863;1450665803920;1;0;false
1450665803981;1450665804033;54;0;false
1450665804092;1450665804150;5;0;false
1450665804209;1450665804267;1;0;false
1450665804327;1450665804384;5;0;false
1450665804446;1450665804503;55;0;false
1450665804563;1450665804616;54;0;false
1450665804677;1450665804734;6;0;false
1450665804794;1450665804851;53;0;false
1450665804912;1450665804969;5;0;false
1450665805030;1450665805087;54;0;false
1450665805146;1450665805198;1;0;false
1450665805257;1450665805334;5;0;false
1450665805396;1450665805475;53;0;false
1450665805537;1450665805616;7;0;false
1450665805677;1450665805757;53;0;false
1450665805819;1450665805891;1;0;false
1450665805954;1450665806033;7;0;false
1450665806094;1450665806173;1;0;false
1450665806234;1450665806313;7;0;false
1450665806374;1450665806452;53;0;false
1450665806513;1450665806584;54;0;false
1450665806645;1450665806724;7;0;false
1450665806786;1450665806865;53;0;false
1450665806926;1450665807005;1;0;false
1450665807069;1450665807148;3;0;false
1450665807217;1450665807288;62;0;false
1450665807352;1450665807430;7;0;false
1450665807491;1450665807569;53;0;false
1450665807633;1450665807712;7;0;false
1450665807773;1450665807853;54;0;false
1450665807913;1450665807981;53;0;false
1450665808040;1450665808097;6;0;false
1450665808156;1450665808213;53;0;false
1450665808272;1450665808329;5;0;false
1450665808644;1450665808702;310;0;false
1450665808761;1450665808814;53;0;false
1450665808873;1450665808931;6;0;false
1450665808992;1450665809049;55;0;false
1450665809108;1450665809166;5;0;false
1450665809225;1450665809285;53;0;false
1450665809343;1450665809396;53;0;false
1450665809455;1450665809512;5;0;false
1450665809571;1450665809628;54;0;false
1450665809688;1450665809745;5;0;false
1450665809804;1450665809861;1;0;false
1450665809921;1450665809973;53;0;false
1450665810033;1450665810090;5;0;false
1450665810149;1450665810206;54;0;false
1450665810265;1450665810322;5;0;false
1450665810381;1450665810437;54;0;false
1450665810497;1450665810549;54;0;false
1450665810610;1450665810668;6;0;false
1450665810727;1450665810784;1;0;false
1450665810845;1450665810903;6;0;false
1450665810961;1450665811017;1;0;false
1450665811077;1450665811128;54;0;false
1450665811188;1450665811244;5;0;false
1450665811307;1450665811364;57;0;false
1450665811425;1450665811481;5;0;false
1450665811540;1450665811597;53;0;false
1450665811656;1450665811708;1;0;false
1450665812023;1450665812080;6;0;false
1450665812140;1450665812197;53;0;false
1450665812257;1450665812314;5;0;false
1450665812374;1450665812430;1;0;false
1450665812488;1450665812540;52;0;false
1450665812600;1450665812658;5;0;false
1450665812726;1450665812782;61;0;false
1450665812846;1450665812902;5;0;false
1450665813002;1450665813058;94;0;false
1450665813227;1450665813279;162;0;false
1450665813340;1450665813419;5;0;false
1450665813481;1450665813560;54;0;false
1450665813621;1450665813699;8;0;false
1450665813760;1450665813839;1;0;false
1450665813901;1450665813973;55;0;false
1450665814040;1450665814118;7;0;false
1450665814180;1450665814258;53;0;false
1450665814319;1450665814399;8;0;false
1450665814466;1450665814548;58;0;false
1450665814641;1450665814712;86;0;false
1450665814910;1450665814989;7;0;false
1450665815051;1450665815130;54;0;false
1450665815191;1450665815270;7;0;false
1450665815332;1450665815412;54;0;false
1450665815474;1450665815546;1;0;false
1450665815609;1450665815689;7;0;false
1450665815750;1450665815830;53;0;false
1450665815891;1450665815970;8;0;false
1450665816033;1450665816112;55;0;false
1450665816175;1450665816247;55;0;false
1450665816310;1450665816389;8;0;false
1450665816450;1450665816529;53;0;false
1450665816591;1450665816672;7;0;false
1450665816735;1450665816799;55;0;false
1450665816860;1450665816912;55;0;false
1450665816970;1450665817027;5;0;false
1450665817086;1450665817143;1;0;false
1450665817201;1450665817258;5;0;false
1450665817317;1450665817373;53;0;false
1450665817433;1450665817485;54;0;false
1450665817544;1450665817600;6;0;false
1450665817659;1450665817716;53;0;false
1450665817777;1450665817833;1;0;false
1450665817892;1450665817949;53;0;false
1450665818008;1450665818059;54;0;false
1450665818119;1450665818175;5;0;false
1450665818234;1450665818290;53;0;false
1450665818350;1450665818406;5;0;false
1450665818466;1450665818522;54;0;false
1450665818581;1450665818632;53;0;false
1450665818691;1450665818748;6;0;false
1450665818808;1450665818864;54;0;false
1450665818923;1450665818980;5;0;false
1450665819040;1450665819097;52;0;false
