0;1120
1121;932
2053;651
2704;654
3358;643
4001;718
4719;727
5446;1312
6758;1268
8026;463
8489;1300
9789;1432
11221;665
11886;429
12315;1350
13665;1514
15179;756
15935;1162
17097;1264
18362;952
19314;1674
20988;430
21418;1384
22802;436
23237;1759
24997;460
25457;1349
26807;1152
27959;1580
29539;1102
30641;1548
32189;1758
33947;996
34943;710
35653;1716
37369;626
37996;876
38872;1682
40554;624
41177;623
41801;574
42376;788
43164;594
43758;1452
45211;1553
46764;1104
47868;1452
49320;473
49793;1185
50978;1096
52075;450
52525;563
53088;530
53618;633
54251;1306
55557;773
56331;1412
57743;1747
59490;993
60484;883
61367;520
61887;1446
63333;998
64331;1551
65882;1389
67271;819
68090;708
68798;1388
70186;1103
71289;797
72086;1250
73336;531
73867;1502
75369;767
76136;578
76715;987
77702;665
78368;993
79360;1281
80641;1420
82062;1742
83804;1686
85490;1424
86914;1538
88452;767
89219;1362
90581;904
91485;1580
93065;1144
94209;1218
95428;1397
96825;926
97751;1362
99113;561
99674;1710
101384;1269
102653;1080
103733;693
104427;1685
106112;1498
107610;1688
109298;1611
110909;1359
112268;760
113028;1638
114666;1513
116179;692
116871;1161
118032;1522
119554;1614
121169;1120
122288;908
123197;675
123872;1507
125379;705
126084;1085
127169;820
127989;1456
129446;1473
130919;1620
132539;808
133347;1585
134932;593
135525;734
136259;1182
137441;1547
138987;1030
140018;473
140491;1728
142219;643
142863;903
143765;1479
145245;838
146083;646
146729;1319
148047;438
148486;1527
150013;563
150576;1062
151637;831
152469;1060
153528;1370
154899;869
155768;1231
156999;1362
158361;1373
159733;774
160508;480
160988;1567
162555;635
163190;779
163969;1295
165264;1317
166581;839
167420;724
168144;504
168648;1603
170252;1640
171892;634
172526;771
173297;1230
174527;890
175417;555
175972;1724
177695;724
178420;974
179393;508
179902;1668
181570;554
182124;758
182882;1014
183896;1578
185474;911
186385;1329
187714;1091
188804;770
189575;1064
190639;1360
191999;1682
193681;1076
194757;976
195733;1504
197237;632
197869;1605
199475;1238
200713;473
201185;769
201955;1556
203512;633
204145;1429
205574;1760
207335;1093
208428;899
209327;775
210103;1272
211375;555
211931;1709
213640;1370
215010;451
215461;1094
216555;1199
217754;1744
219533;791
220324;1013
221337;1238
222575;1666
224241;573
224814;993
225807;1676
227483;997
228480;1056
229535;582
230118;1423
231541;1227
232768;1416
234184;646
234830;627
235458;690
236148;1706
237855;489
238344;976
239320;878
